Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1789772,Slowness,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1789839,interface stopping intermittently,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1789867,DAD went down,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1789906,Postcode finder not working,Configuration & Administration,System Administration,High,"Case involves server administration, disk space, failover configuration, or background environment setup.",No
CS1789913,Postcode error on Symphony,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1789943,BRM grey team,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1790228,Interface with CaMIS is down,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1790390,Midas images can't be viewed,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1790413,RIP patient in a and e right now,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1790814,User audit for LW108,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1791131,Audit 26-05,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1791277,FOI request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1791357,user is unable to see list of patients that under his name,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1791603,MIDAS Guidance,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1791632,Batch printing error,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1791788,Restart jboss/iis/dad,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1792092,IIS/Jboss/DAD again,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1792162,Access to patient records,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1792623,Error message on one particular patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1792645,ODS/GP Update - Do NOT run any Updates,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1793132,ED Users report extract,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1793655,DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1793711,DAD has gone down again today,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1793793,DOD not showing on Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1794134,Audit 26-06 - Hosp No: DIS0720087,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1794194,Audit 26-06 - Hosp No: DIS2420066,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1794197,Audit 26-06 - Hosp No: DIS3159398,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1794199,Audit 26-06 - Hosp No: DIS2198101,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1794202,Audit 26-06 - Hosp No: DIS0794256,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1794203,Audit 26-06 - Hosp No: DIS2377960,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1794261,GP Import,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1794361,Need to unmerge  two RLQ's for patients with same name,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1794488,Unable to book into clinic slot,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1794785,DB2,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1794930,e-docs issue with digital photos,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1794943,Print button greyed out,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1795481,DAD restart on site,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1795502,Quarterly server patching - Thurs 18th June,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1795552,User is having issues with Symphony account.,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1795612,Patient Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1796075,Error message when discharging and trying to book clinic appointment,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1796381,DAD Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1796468,EEMAC Reporting,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1796483,Error 91 Message,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1796637,"SCR message, automatic email alert",Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1796671,Restart of Symphony DAD required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1796735,Failing Demographic Updates,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1797375,FW: Re. Subject access request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1797384,FW: Audit report for access - Morgan,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1797613,Several PCs logged off and are now getting error messages,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1797962,Report to show staff activity,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1797991,Audit Request - access of patient record,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1798076,Require audit report run,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1798125,Panda,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1798138,Symphony AMAU Transfers,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1798818,RHMSYM111,Configuration & Administration,System Administration,Medium,Server status query regarding active infrastructure.,No
CS1798826,Restart required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1799105,Error After Installing RISP Client,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1799302,printing issue single user,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1799308,Postcode finder not working again - GBG Loqate,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1799617,Slow performance,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1799637,Export of DEP usage,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1799950,Symphony DAD Interface will not start after Windows Updates,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1800288,"Adding ""address"" to output",Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1800403,Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1800444,Omnicelle and MPI DAD messages queuing,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1800655,Request for copy of Symphony DB Schema,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1800754,Postcode finder not working again,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1801827,RemoteApp Error Message,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1802083,TUH REF 787347 - Missing print jobs again,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1802120,Attending patients at Penrith UTC with previous NHS111 attendance,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1802477,practice SS utilization,Reporting & Analytics,Analytics,Medium,Practice utilization tracking and usage query.,No
CS1802553,Audit data request for specified patients between time period provided,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1802798,Active Users for Symphony,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1802975,GP Connect error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1802995,Omnicell and MPI DAD messages queued,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1803006,System slow and some sort of error message,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1803070,UDDA table and mappings export request,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1803132,Print mask failing to load,Configuration & Administration,Configuration Change,High,"Case involves document output, printer configuration, scanner hardware, forms, or templates.",No
CS1803228,Batch printing error,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1803522,Staff Auidtt,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1803612,Dischage does not go through to IPM for B074955,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1803868,Bed Manager tracking grid,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1803872,3 unknown items in checkout zone,Workflow & Process,Assignment,High,"Case involves task queue routing, checkout zone assignments, or ownership rules.",No
CS1804392,URGENT - New information standard for the reasonable adjustment digital flag,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1804644,PC in UCC getting attached error message,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1804949,Low disk space,Configuration & Administration,System Administration,High,"Case involves server administration, disk space, failover configuration, or background environment setup.",No
CS1805158,Management plans second stage not updating the first stage,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1805229,Active users,Access & Security,User Access,High,"Case requests user access enablement, role assignment, active user list, or account reinstatement.",No
CS1805273,MPI DAD outbound messages queuing,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1805483,Users unable to log in via Remote app,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1805515,Audit 26-08,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1805790,Audit 26-09 P1,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1806086,Batch printing not working,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1806178,FW: majxa pt's,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1806209,There is a problem with HL7 interface between Symphony luton TEST and TIE TEST,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1806507,Symphony performance extremely slow,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1806557,Error trying to perform batch print,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1806739,Test iPMS number not coming over to test Symphony,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1806923,PMI number not created for patient,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1807258,restart dad/iis/jboss,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1807286,Printing not working since failover at the weekend,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1807322,Luton - Query about using Majax,User Guidance & Training,How-To Request,High,"Case involves operational guidance, clinical scoring setup (MEOWS/MAJAX), or usage assistance.",No
CS1807531,Full Audit of access to this patients records,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1807735,Historical documents not in midas folder,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1807819,Symphony DEP Config access,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1807879,Audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1808032,CHB ED OUT-PATIENT: is DAD running on test?,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1808325,"Audit of access to patient record, plus any & all changes made to the record",Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1808690,Symphony Crashed boths sites - Multiple users,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1808891,Restart Required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1809123,TIE interface failure,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1809437,Unable to print labels,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1809595,question about replicated  (aka-: rep1),Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1809663,Audit 26-10 P1,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1809667,Audit 26-10 P2,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1809668,Audit 26-10 P3,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1809681,Audit 26-11,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1810209,cannot launch ICE from Symphony,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1810219,Symphoney does not send document s to Viper.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1810327,Audit of access to a patient record,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1810673,Generic account has access to everything following Symphony downtime,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1810742,Printing template - QR query,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1811100,Teddy bear flag missing,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1811171,Messages stuck,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1811205,DAD Restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1811318,"Symphony down, unable to access",Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1811326,BRM department,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1811799,Location of Icons folder,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1811946,internal investigation. Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1811956,Audit trail of demographic changes,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1812015,patient audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1812194,Access audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1812834,Please can you tell me who created and last edited Freya Hunt's log in,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1812931,Disk space,Data Management,Data Correction,High,"Case involves database scripts, data corrections, record timestamp fixes, or duplicate text clean-up.",No
CS1812980,Audit request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1813041,Review of access,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1813197,Restart required,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1813664,Access,Access & Security,User Access,High,Departmental dropdown access request for Cromer and ED.,No
CS1813676,DAD restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1813712,Remove DOD for patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1813916,patient GP feeding to Symphony from Lorenzo,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1813990,HIE Viewer popping up script error,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1814077,Contextual Link,Performance & Availability,Availability,High,"Case reports application outage, site-wide failure, or service unavailability.",No
CS1814217,All Paeds report have disapeared,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1814255,Performance Issues on Symphony DB,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1814446,Showing incorrect date on record,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1814607,DAD Restart -WVT,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1815139,Data finding,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1815612,Audit data,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1815613,Patient Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1816131,Unable to register patients,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1816142,Called for a dad restart,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1816315,Remove ADT messages,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1816521,URGENT - Symphony Data - Luton Live,Reporting & Analytics,Analytics,High,"Case involves data metrics, KPI validation, or analytics discrepancies.",No
CS1816549,Query clinic slots,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1816639,Connections to old STNAS1 server,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1817246,Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1817247,Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1817260,Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1817654,Unable to book into clinic slot,Configuration & Administration,Master Data,High,"Case involves master reference data, department/ward lookups, team setup, or site configuration.",No
CS1817709,"User unable to log in, error message",Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1817925,Entry been deleted incorrectly,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1818047,DoD flag needs to be removed from patient,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1818169,Bedford Symphony - No A03 sent from Symphony for patient H088173,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1818947,GP Update Q1 2026,Service Requests,New Request,Medium,"Case represents a service request for creation, software quote, or configuration updates.",No
CS1818953,Updated Contextual Link,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or account lockout.",No
CS1819577,Unable to discharge patients,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1819665,Diagnosis not working,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1820102,access log for a Coroner’s Inquest.,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1820146,Unable to book Xray through Symphony users are getting errors,Defects & Errors,Application Defect,Medium,"Case reports application defect, scanning blank pages, or functional error.",No
CS1820584,incorrectly formatted attendance message,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1820586,Special Case Alert Audit,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1821217,Date and time stores,Integration & Interfaces,Data Exchange,Medium,Date and time timestamp structure query for cloud integration.,No
CS1821247,Symphony postcode finder,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
CS1821264,Audit Request,Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1821332,ICE upgrade - need change to interop,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1821439,Merge A40 message not processed,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1821467,Request for Roles and Responsibilties,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, DAD interface, interop feeds, or message trigger failures.",No
CS1821534,Ptaient alert removed,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS/GP Import) or vendor system dependencies.,No
