Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1634648,Oncall -Nurse supply request not working,Data Management,Data Correction,Medium,Matched token 'duplicate' among multiple possible matches.,No
CS1634812,Untick Force Password Change Box,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1634862,New assets to be added,Integration & Interfaces,Integration Failure,Medium,Matched token 'interface' among multiple possible matches.,No
CS1634887,Unable to log in to derriford testing environment,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1634901,Primary keys,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1634951,Cannot 'Copy Existing' product,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1635056,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1635071,Unable to specify number of doses in a template,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1635088,ePMA event engine control panel,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1635175,CS1589121/PRB0051013,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1635239,Printing Drug Chart,Service Requests,New Request,Medium,Matched token 'request' among multiple possible matches.,No
CS1635245,BCPC HIS518869 stopped synching this morning,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1635252,'Ward Stock' button not functioning correctly,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1635279,Final discharge wont load - stack trace error,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1635410,Cautionary and Advisory Labels,Service Requests,New Request,Medium,Matched token 'request' among multiple possible matches.,No
CS1635430,Faulty PAR function,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1635436,Unable to access system - all users,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1635566,EVENT Engine - Critical log,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1635691,Outstanding order amount missing on receive PSO screen,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1635733,Zuclopenthixol Decanoate locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1635770,Genfin AP output,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1635834,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1635912,Stores Automatic Orders performance issues.,Performance & Availability,Performance,High,Matched token 'slow' in text.,No
CS1635948,Patient name not on Discharge letter,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1636373,Locked prescribed Item,User Guidance & Training,How-To Request,High,Matched token 'how to' in text.,No
CS1636532,Epam down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1636540,Loss of ROWA connection when dispensing.,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1636610,Interface connection is down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1636622,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1636653,PAS Queue buliding,Notifications & Communications,Email,Medium,Matched token 'email' among multiple possible matches.,No
CS1636791,Limited functions for users.,Access & Security,User Access,High,Matched token 'access' in text.,No
CS1637044,Nurse supply request is down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1637082,Disabling TLS Servers,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1637256,Unable to dispense,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1637305,Slow to open patient record on dispensing desktops,Access & Security,Authentication,Medium,Matched token 'login' among multiple possible matches.,No
CS1637332,Error code upon action,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1637364,Cerner-Optum interface issue,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1637369,Error Message,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1637448,Reprint Files,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1637461,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1637674,Nurse supply down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1637676,Rule in place for vitamins,Access & Security,User Access,High,Matched token 'permission' in text.,No
CS1637970,We have a corrupt EDI file when completing EDI transfer into Ascribe.,Integration & Interfaces,Data Exchange,High,Matched token 'export' in text.,No
CS1638109,Reported issues of slow performance using the ePMA Platform,Performance & Availability,Performance,Medium,Matched token 'slow' among multiple possible matches.,No
CS1638180,Berkshire App/EIE Daily Checks,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1638195,Nurse supply desktop down,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1638199,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1638268,epma down-getting error,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1638269,epma down,Performance & Availability,Availability,Medium,Matched token 'down' among multiple possible matches.,No
CS1638342,Patient record with error,Defects & Errors,Error Messages,High,Matched token 'error' in text.,No
CS1638373,yellow sticky note on multi-route Paracetamol causes loading error and crash,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1638381,Over Receive - Query,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1638411,EDI reconciliation exception report - Query,Defects & Errors,Error Messages,Medium,Matched token 'exception' among multiple possible matches.,No
CS1638455,EDischarge messages issue,Workflow & Process,Workflow Issue,Medium,Matched token 'stuck' among multiple possible matches.,No
CS1638520,Patient ID,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1638533,Genfin Update,Access & Security,User Access,Medium,Matched token 'access' among multiple possible matches.,No
CS1638534,Pas not receiving messgaes,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1638620,Printing issue,Service Requests,Information Request,High,Matched token 'information' in text.,No
CS1638634,Issue creatin a file,Case Administration,Closure Management,High,Matched token 'cancel' in text.,No
CS1638724,Patient record with error,Access & Security,Audit & Compliance,Medium,Matched token 'audit' among multiple possible matches.,No
CS1638803,item locked cannot override,Access & Security,Authentication,Medium,Matched token 'password' among multiple possible matches.,No
CS1638883,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1638886,Berkshire App/EIE Daily Checks-on dated 25/08/2025,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1639002,SSRS Report Request,Reporting & Analytics,Reporting,Medium,Matched token 'report' among multiple possible matches.,No
CS1639032,Stock take locked,Data Management,Data Recovery,High,Matched token 'deleted' in text.,No
CS1639047,Request to Merge Patient Records,Service Requests,New Request,High,Matched token 'request' in text.,No
CS1639359,Dose Locked,Unclassified,Needs Review,Low,No strong keyword match in short description/description/close notes.,Yes
CS1639374,Berkshire App/EIE Daily Checks,Integration & Interfaces,Integration Failure,High,Matched token 'interface' in text.,No
CS1639496,Can't change item description,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
CS1639521,Critical error in Event engine,Defects & Errors,Error Messages,Medium,Matched token 'error' among multiple possible matches.,No
CS1639553,TIE Migration - change to IP,Performance & Availability,Performance,Medium,Matched token 'hang' among multiple possible matches.,No
