Case Number,Short Description Summary,Trend Category,Sub-Category,Confidence,Reasoning,Manual Review Required
CS1660860,Issue access Review on devices,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1660866,Results not sending to: E84665,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1660921,possible to set up a read only access for Tquest (secondary care),Access & Security,Audit & Compliance,High,"Case involves Information Governance, record access audit, or viewing history request.",No
CS1661185,Results not sending: E84018,Case Administration,Closure Management,Medium,"Case relates to ticket administration, duplicate handling, or closure.",No
CS1661404,More Errors and Failed reports,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1661416,All reports to All GP's stuck in Sending status and No one received any reports,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1661541,ODBC error in Keystone server,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1661724,The interface for internal tQuest has gone down.,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1662341,Duplicate hospital ID in Review,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1662593,Is the https://tghtquest.tgh.nhs.uk  website for Tquest order comms down?,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1662786,Is TQuest order comms  linked to Keystone for status reporting?,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1663667,Results have not been sent out since the 05/10 @ 12am,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1664033,Consultant Drop Down List - Auto population Turn Off,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1664560,Reports not sent and Stuck in SENDING status,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1664751,500 Internal server error,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1664772,500 Internal Server error when saving orders,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1665065,Not processed since yesterday,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1665164,GP Practices ringing up unable to get onto tQuest,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1665326,Wrong NHS no on patient's Review record,Access & Security,Authentication,High,"Case relates to user authentication, password reset, SSO, or certificate management.",No
CS1665443,Radiology Reports stuck as sending,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1665563,Diagnostic Haematology barcode number has got 12 digits instead of 11,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1665631,All Reports in Sending status,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1665862,Easier way to see what tests a protocol is applied too.,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1666318,GP surgery cannot view Radiology reports in EMIS Web DTS mailbox.,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1666453,Review Archive - Reports Stuck in E:\WORK,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1666464,Review Archive - Randomly Skipped Schedules,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1666504,emailed correspondence module,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1666560,Keystone running much slower since 30/09/2025,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1666603,More GP reports showing in SENDING  STATUS!,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1666655,Histology/Cellular Pathology Incorrect Characters,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1666881,More Error Messages,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1666905,reference ranges sent in keystone but not in EMIS,Notifications & Communications,Email,High,"Case involves email notification delivery, content, or recipient issues.",No
CS1667139,'Not Validated' SDEC letters,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1668599,Huge numbers of file level errors since Saturday 11/10.,Performance & Availability,Performance,High,"Case reports application slowness, response lag, UI freezing, or spinning wheel.",No
CS1668792,"A record failed on Keystone with status Not Acknowledge, but unclear error.",Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1668836,Workflow ID clarification,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1669238,Tquest to LIMS interface failed at 16:01,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1669821,RFH Keystone - Not Validated report?,Reporting & Analytics,Reporting,High,"Case involves SSRS report generation, custom reports, or data extraction.",No
CS1669882,Sample Date/Time of Collection Secondary Care tQuest,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1670655,Tquest orders not being picked up electronically by Laboratory,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1670894,tQuest - Updating Orderables Request,Service Requests,New Request,Medium,"Case represents a service request for creation, test setup, or system updates.",No
CS1671094,Errors and Failed Reports,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1671875,Bitvise User Configuration - User,Case Administration,Closure Management,Medium,"Case relates to ticket administration, duplicate handling, or closure.",No
CS1671892,More Errors and More reports in Sending Status since after 21:07 from last night,Integration & Interfaces,Third-Party Systems,High,Case involves external NHS services (SCR/TIE/TRUD/ODS) or third-party lab/vendor systems.,No
CS1672047,Interface blocked when Radiology and Pathology requested at same time,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
CS1672083,Keystone tracker Failed General Pathology reports: File Level Errors,Integration & Interfaces,Integration Failure,High,"Case relates to HL7 messaging, lab/pathology interop feeds, or order communications interface failures.",No
